mdate,Rf,MktRf,Food,Beer,Smoke,Games,Books,Hshld,Clths,Hlth,Chems,Txtls,Cnstr,Steel,FabPr,ElcEq,Autos,Carry,Mines,Coal,Oil,Util,Telcm,Servs,BusEq,Paper,Trans,Whlsl,Rtail,Meals,Fin,Other
197306,0.51%,-1.37%,-3.29%,-1.12%,3.53%,-10.01%,-4.18%,1.36%,-12.84%,0.00%,-1.55%,-5.32%,-2.48%,-2.67%,-1.91%,3.33%,-2.93%,-8.00%,2.94%,-10.08%,1.72%,-2.49%,-0.32%,-8.03%,-0.02%,-0.14%,-5.25%,-5.33%,-5.44%,-9.54%,2.55%,-3.07%
197307,0.64%,5.06%,5.76%,5.43%,5.38%,15.63%,10.56%,4.64%,12.70%,6.87%,7.21%,10.14%,13.37%,7.07%,12.60%,8.70%,5.80%,14.11%,7.73%,-3.88%,0.34%,-2.39%,-0.32%,18.16%,4.61%,6.05%,7.52%,16.08%,9.87%,17.35%,9.05%,7.70%
197308,0.70%,-3.66%,-1.97%,-1.71%,-7.35%,-1.94%,-4.11%,-4.47%,-7.99%,-6.89%,-1.82%,-4.59%,-2.14%,1.10%,2.17%,-5.26%,-3.35%,-4.02%,0.50%,-10.96%,-3.74%,-2.10%,-3.91%,-2.47%,-3.73%,4.51%,-4.05%,-1.77%,-4.73%,-1.81%,-2.25%,-2.93%
197309,0.68%,4.71%,6.86%,-0.90%,1.54%,4.71%,8.27%,-1.08%,10.07%,0.78%,10.35%,6.74%,9.67%,9.86%,8.61%,9.63%,7.42%,8.61%,10.43%,29.12%,9.07%,7.90%,7.66%,8.77%,-3.26%,5.24%,12.28%,9.84%,6.73%,11.01%,7.32%,5.15%
197310,0.65%,-0.69%,-2.33%,1.73%,-0.54%,-7.21%,-4.06%,-0.88%,-6.96%,1.83%,2.61%,1.43%,-0.13%,7.40%,1.77%,-3.09%,-7.15%,-0.33%,6.97%,11.60%,5.14%,-3.39%,-5.55%,-4.40%,4.14%,0.35%,-0.17%,-0.18%,-3.86%,-6.52%,-1.71%,-0.96%
197311,0.56%,-12.63%,-12.20%,-14.02%,-7.96%,-25.90%,-16.77%,-12.05%,-25.11%,-7.75%,-17.92%,-20.97%,-16.70%,-14.13%,-13.18%,-9.80%,-21.26%,-15.89%,-4.89%,-12.05%,-6.16%,-11.60%,-1.90%,-18.10%,-11.28%,-12.09%,-14.00%,-18.43%,-17.26%,-31.27%,-12.27%,-13.32%
197312,0.64%,0.50%,-1.18%,2.00%,2.25%,-3.51%,-4.36%,-3.01%,-8.55%,-4.47%,5.73%,-7.19%,-0.20%,10.52%,2.94%,-10.84%,-3.61%,0.36%,8.18%,10.36%,8.66%,3.42%,4.56%,-0.16%,-4.35%,5.05%,6.85%,-2.96%,-0.78%,5.34%,2.18%,-0.19%
197401,0.63%,-0.19%,1.89%,-0.84%,3.14%,8.92%,-0.18%,-2.60%,9.69%,-2.56%,2.19%,11.51%,4.96%,4.90%,-2.84%,-0.92%,11.66%,6.31%,4.71%,5.71%,-7.58%,4.55%,2.00%,1.42%,1.10%,0.10%,0.17%,5.52%,7.76%,1.12%,0.33%,1.61%
197402,0.58%,-0.34%,0.38%,-1.73%,1.90%,-1.64%,-3.45%,-3.42%,2.33%,-1.23%,1.94%,-0.33%,4.08%,3.44%,0.63%,-1.82%,-0.41%,5.09%,1.76%,5.55%,-1.63%,0.29%,4.76%,-1.68%,-0.49%,1.23%,7.73%,2.41%,1.37%,-4.67%,0.63%,-1.01%
197403,0.56%,-2.90%,-2.48%,-2.17%,-5.96%,4.46%,3.96%,-0.25%,-1.63%,1.22%,1.46%,2.96%,-0.59%,-2.66%,-4.74%,-2.20%,0.02%,-5.67%,-6.14%,4.61%,-3.32%,-3.64%,-4.59%,-1.76%,-2.67%,0.40%,-4.96%,1.59%,-4.55%,3.59%,-4.18%,-2.88%
197404,0.75%,-5.35%,-3.24%,-3.66%,-2.79%,-7.68%,-5.51%,-4.19%,-4.78%,-1.48%,0.96%,-0.93%,-4.78%,0.18%,-4.55%,-4.03%,-2.29%,-3.42%,-7.85%,2.52%,-6.39%,-12.19%,-5.31%,-10.05%,-3.49%,-1.13%,-4.21%,-1.94%,-2.03%,-2.75%,-6.83%,-5.19%
197405,0.75%,-4.95%,-3.72%,-4.50%,5.42%,1.02%,-1.95%,1.02%,-6.88%,-0.11%,-0.09%,-6.87%,-8.33%,-8.87%,-4.45%,-6.01%,2.38%,-6.12%,-7.94%,-8.22%,-7.43%,-4.90%,-1.52%,-9.50%,-4.09%,-5.82%,-4.51%,-3.85%,2.23%,-2.98%,-10.13%,-6.38%
197406,0.60%,-2.89%,0.07%,-3.24%,-0.47%,-6.02%,1.25%,-0.52%,-2.99%,-1.61%,0.42%,-1.85%,-4.32%,3.00%,-0.96%,-8.02%,-3.46%,-0.38%,2.45%,-6.25%,-0.18%,-6.18%,0.30%,-4.54%,-2.83%,0.81%,-1.54%,-4.14%,-2.06%,-7.39%,-6.78%,-6.78%
197407,0.70%,-7.79%,-12.59%,-11.26%,-6.70%,-12.94%,-6.44%,-13.47%,-4.14%,-14.15%,-4.29%,-2.57%,-6.32%,3.98%,-7.08%,-7.77%,-10.93%,-6.41%,6.00%,-8.96%,-0.44%,0.77%,-7.64%,-6.68%,-8.58%,-5.27%,-6.92%,-3.73%,-13.60%,-15.24%,-7.22%,-7.74%
197408,0.60%,-9.38%,-11.33%,-17.48%,-2.82%,-1.37%,-11.32%,-11.96%,-4.95%,-8.04%,-10.99%,-7.38%,-10.20%,-7.99%,-9.82%,-10.46%,-4.42%,-9.97%,-10.42%,-1.65%,-8.62%,-8.62%,-0.01%,-11.85%,-4.83%,-8.62%,-9.63%,-9.81%,-13.97%,-6.31%,-11.75%,-8.99%
197409,0.81%,-11.78%,-13.07%,-16.55%,-11.98%,-20.14%,-6.69%,-17.39%,-9.77%,-15.56%,-10.20%,-9.91%,-11.73%,-8.14%,-11.78%,-13.47%,-9.44%,-7.91%,-12.87%,-6.08%,-8.00%,-1.31%,-3.80%,-8.01%,-17.10%,-15.40%,-9.07%,-10.66%,-11.27%,-20.57%,-7.10%,-11.51%
197410,0.51%,16.05%,20.33%,9.62%,22.38%,9.15%,2.25%,16.69%,3.89%,29.58%,17.92%,5.16%,14.68%,9.81%,22.54%,17.42%,-2.31%,10.01%,19.75%,46.41%,20.51%,13.01%,10.85%,16.77%,14.75%,17.48%,19.20%,17.30%,7.91%,19.15%,21.02%,20.29%
197411,0.54%,-4.64%,-3.50%,-4.14%,0.91%,-3.29%,-2.37%,-5.21%,-11.65%,-1.22%,-9.99%,-14.32%,-4.53%,-1.40%,-3.05%,-7.30%,-6.23%,-0.30%,-2.79%,3.94%,-4.36%,-0.13%,-3.09%,-5.97%,-4.86%,-7.13%,-7.11%,-4.57%,-5.94%,-6.18%,-2.08%,-1.32%
197412,0.70%,-3.40%,0.70%,-7.39%,1.90%,-10.07%,-4.28%,-5.35%,-3.02%,-3.32%,-3.73%,-2.49%,-6.11%,-3.83%,-3.73%,-4.63%,-0.23%,-6.14%,-7.65%,0.59%,0.83%,-0.81%,1.58%,-1.64%,-5.30%,-6.09%,-5.72%,-2.01%,-2.72%,-10.27%,-2.70%,-6.25%
197501,0.58%,13.58%,19.31%,25.82%,5.55%,30.97%,23.33%,17.32%,32.39%,-0.74%,10.37%,20.88%,25.82%,17.73%,11.78%,19.10%,22.55%,17.62%,12.72%,18.18%,6.56%,18.80%,11.08%,23.61%,15.23%,10.75%,17.57%,17.47%,27.08%,27.79%,17.25%,15.84%
197502,0.43%,5.41%,4.70%,10.76%,-3.31%,12.84%,9.23%,11.51%,-0.07%,16.04%,8.91%,3.33%,3.98%,1.63%,7.87%,12.25%,0.50%,7.74%,6.59%,-2.61%,2.35%,0.90%,5.16%,6.73%,13.22%,8.29%,5.56%,6.35%,3.82%,15.42%,0.25%,4.04%
197503,0.41%,2.61%,5.61%,4.81%,5.77%,14.91%,8.97%,3.50%,22.55%,1.29%,5.97%,8.50%,8.55%,11.63%,5.45%,4.24%,6.85%,9.51%,8.62%,18.11%,-2.65%,-1.32%,-0.86%,4.33%,0.86%,1.33%,4.07%,7.67%,11.00%,12.88%,2.53%,2.91%
197504,0.44%,4.21%,1.49%,-3.86%,4.96%,8.38%,6.71%,6.70%,5.45%,0.65%,16.04%,9.78%,4.31%,9.51%,5.78%,8.72%,3.25%,10.15%,8.64%,21.98%,6.97%,-1.61%,-0.96%,2.22%,5.60%,11.40%,4.41%,4.87%,0.88%,14.76%,1.36%,4.57%
197505,0.44%,5.07%,6.82%,5.20%,2.00%,3.46%,3.82%,2.34%,2.10%,6.52%,0.23%,4.35%,5.38%,-5.11%,4.88%,12.55%,3.79%,10.74%,6.58%,23.31%,12.12%,8.52%,3.52%,7.35%,5.89%,5.24%,-0.45%,3.33%,4.53%,3.91%,6.41%,5.57%
197506,0.41%,4.74%,4.97%,3.33%,4.85%,5.77%,3.63%,3.22%,10.26%,0.95%,4.37%,6.04%,5.64%,6.37%,5.58%,2.33%,9.56%,8.04%,4.88%,-3.10%,6.47%,10.71%,4.04%,7.45%,2.15%,2.31%,3.99%,6.43%,7.77%,6.67%,6.32%,5.88%
197507,0.48%,-6.52%,-5.56%,-4.52%,-6.65%,-6.66%,-5.79%,-7.98%,-3.61%,-12.03%,-4.42%,-3.52%,-5.45%,-6.60%,-4.50%,-6.40%,1.21%,-6.40%,-4.28%,-3.23%,-4.27%,-4.78%,-4.21%,-6.53%,-9.44%,-6.40%,-2.64%,-1.48%,-8.20%,-9.02%,-7.32%,-4.73%
197508,0.48%,-2.84%,-2.02%,-4.68%,-4.58%,-2.40%,-2.80%,-4.45%,-5.84%,-3.32%,1.82%,-2.31%,-1.41%,3.74%,-1.89%,-5.54%,-2.63%,-1.37%,-8.77%,-3.79%,-0.82%,-1.24%,-3.57%,-5.38%,-2.88%,1.52%,-3.16%,-3.25%,0.48%,-3.03%,-6.13%,-4.72%
197509,0.53%,-4.33%,-2.81%,-5.67%,1.55%,-2.39%,-5.78%,-4.08%,1.83%,-6.53%,-8.54%,-0.38%,-6.75%,-5.25%,-4.05%,-7.42%,-1.17%,-4.26%,-3.62%,1.59%,-1.21%,-0.99%,-1.26%,-5.97%,-0.69%,-7.11%,-3.71%,-3.56%,-3.60%,-3.06%,-7.50%,-6.03%
197510,0.56%,5.03%,13.48%,0.90%,6.29%,0.64%,7.29%,9.45%,12.70%,10.68%,6.61%,8.22%,4.64%,-2.82%,2.55%,0.49%,9.41%,1.51%,-2.83%,-15.88%,-1.04%,6.58%,6.82%,3.69%,8.40%,9.05%,4.88%,3.19%,10.63%,11.53%,5.02%,4.24%
197511,0.41%,2.71%,3.37%,2.66%,5.90%,3.62%,3.52%,3.82%,8.45%,5.13%,2.10%,4.89%,3.43%,1.63%,0.56%,6.59%,4.24%,0.01%,-2.21%,2.94%,-1.77%,3.15%,4.26%,3.25%,5.01%,3.91%,4.74%,1.40%,4.40%,9.48%,4.88%,2.87%
197512,0.48%,-1.58%,-2.20%,0.43%,-0.33%,-3.05%,-0.50%,-3.35%,-0.99%,-6.36%,-0.05%,-1.02%,0.63%,2.13%,0.19%,-5.26%,1.11%,-3.38%,1.54%,3.12%,0.02%,1.34%,-0.12%,-1.47%,-1.21%,-2.49%,2.24%,0.64%,-3.75%,-2.16%,-0.44%,-1.41%
197601,0.47%,12.13%,7.87%,16.03%,7.43%,20.58%,15.91%,12.34%,22.59%,7.73%,20.03%,20.09%,18.13%,21.22%,19.04%,17.39%,13.88%,17.75%,13.07%,21.62%,8.19%,8.30%,9.49%,14.45%,18.30%,17.36%,14.33%,16.17%,7.88%,12.59%,12.19%,11.75%
197602,0.34%,0.39%,-3.86%,1.70%,-1.09%,2.96%,2.01%,-2.12%,4.96%,-6.53%,2.62%,4.58%,5.15%,5.20%,4.59%,2.69%,4.31%,4.73%,2.15%,1.18%,-3.25%,-3.52%,3.58%,6.44%,1.16%,1.30%,6.38%,7.51%,4.32%,4.44%,1.88%,4.10%
197603,0.40%,2.28%,0.78%,0.25%,0.71%,-0.42%,-1.81%,3.11%,5.15%,6.53%,-3.58%,0.63%,3.02%,-0.04%,0.39%,-0.20%,4.75%,6.16%,5.16%,-4.07%,7.48%,1.44%,0.58%,-2.83%,3.00%,4.27%,-1.67%,0.53%,4.32%,0.02%,3.27%,0.79%
197604,0.42%,-1.46%,-0.97%,-4.23%,-1.40%,-1.68%,-2.42%,-4.34%,-2.10%,-4.30%,0.02%,-4.28%,-0.16%,1.36%,-0.15%,1.47%,1.37%,2.75%,2.00%,11.74%,1.95%,0.63%,1.72%,-3.13%,-3.43%,-1.75%,0.55%,-1.22%,-5.15%,-5.62%,-2.59%,0.07%
197605,0.37%,-1.31%,-0.26%,-5.37%,-2.35%,-1.44%,-3.15%,-2.89%,-8.62%,-2.81%,-2.57%,-5.67%,-4.03%,0.41%,2.63%,-1.29%,-2.89%,1.41%,-0.14%,10.12%,5.44%,-1.46%,-2.94%,-1.15%,0.54%,-2.06%,1.61%,0.98%,-6.38%,-7.00%,-2.18%,-1.34%
197606,0.43%,4.02%,5.51%,5.73%,-2.74%,4.65%,4.06%,6.22%,1.12%,3.67%,-0.28%,0.47%,3.47%,4.71%,6.82%,5.70%,3.19%,11.36%,5.35%,5.16%,5.09%,4.25%,3.59%,7.80%,8.23%,0.36%,4.94%,1.93%,0.85%,5.28%,6.47%,3.25%
197607,0.47%,-1.09%,2.07%,-0.39%,2.73%,-3.91%,1.60%,-2.28%,-1.57%,-0.38%,-2.25%,-1.56%,-2.34%,-2.45%,-2.07%,-1.20%,-0.36%,-4.15%,-3.68%,-6.76%,-0.46%,2.83%,1.24%,-1.86%,-2.29%,-0.33%,0.11%,-2.27%,-1.79%,-4.79%,1.19%,1.21%
197608,0.42%,-0.56%,-0.37%,-0.97%,3.85%,-3.40%,-0.78%,-0.53%,-3.31%,2.17%,-3.23%,-2.21%,-1.40%,-3.61%,-2.53%,-1.66%,-0.23%,0.49%,-2.68%,-8.60%,-0.67%,2.96%,4.74%,-2.37%,-0.77%,-0.95%,-4.02%,-2.64%,4.78%,-3.14%,-0.14%,-2.03%
197609,0.44%,2.01%,0.40%,-2.14%,6.64%,-0.19%,5.01%,-0.46%,2.24%,3.62%,0.40%,-0.96%,3.23%,1.66%,0.14%,4.46%,5.85%,3.93%,1.34%,7.37%,5.88%,4.08%,1.60%,3.20%,2.82%,3.04%,-0.35%,0.65%,0.34%,-0.90%,0.52%,1.24%
197610,0.41%,-2.45%,-2.23%,-2.81%,0.14%,-0.73%,-0.44%,-2.71%,-0.98%,-3.74%,-2.49%,-0.94%,0.75%,-5.93%,-3.48%,-5.10%,-1.74%,-6.16%,-1.15%,-4.35%,-2.38%,-0.81%,1.29%,-3.10%,-4.50%,-2.00%,-3.82%,-4.18%,-0.22%,-2.83%,0.64%,-1.93%
197611,0.40%,0.14%,1.25%,-8.21%,2.41%,-0.91%,4.40%,-1.21%,8.25%,-9.71%,-4.99%,5.71%,3.67%,-0.14%,1.22%,-0.38%,0.58%,3.42%,0.83%,0.52%,0.83%,3.14%,3.14%,2.28%,1.58%,0.35%,4.75%,2.61%,5.53%,3.66%,1.71%,2.39%
197612,0.40%,5.76%,3.96%,9.33%,3.98%,12.41%,8.69%,3.76%,6.99%,6.26%,10.14%,5.75%,7.77%,7.60%,6.21%,3.15%,9.97%,6.03%,5.82%,6.50%,6.33%,6.49%,3.44%,10.45%,3.70%,3.96%,4.94%,7.22%,1.59%,3.75%,8.92%,7.92%
197701,0.36%,-3.99%,-4.36%,-12.13%,-4.91%,-5.20%,-1.97%,-8.35%,-0.30%,-8.84%,-5.55%,-1.26%,-5.23%,-3.82%,-4.37%,-3.31%,-3.09%,-1.91%,-2.74%,-1.03%,0.32%,0.84%,0.10%,-1.14%,-3.94%,-9.04%,-3.27%,-0.76%,-7.46%,-10.43%,-4.59%,-2.56%
197702,0.35%,-1.93%,-0.86%,1.05%,-0.40%,-5.00%,-2.29%,-2.18%,-4.64%,-0.21%,-0.76%,-4.75%,-0.93%,-0.55%,-0.81%,-0.51%,-3.12%,-0.75%,-1.10%,3.17%,-3.13%,-3.40%,0.99%,-2.63%,-0.60%,1.31%,-3.18%,-2.49%,-1.55%,-2.34%,-1.63%,-1.51%
197703,0.38%,-1.30%,-0.96%,-3.36%,-2.77%,-0.38%,-1.50%,-3.24%,-0.98%,-1.79%,-0.49%,-0.96%,0.86%,0.59%,3.71%,4.01%,-5.11%,-0.09%,2.01%,1.30%,-2.15%,0.19%,-1.03%,0.69%,-0.02%,-0.82%,0.06%,1.60%,-3.05%,-5.46%,-0.51%,0.69%
197704,0.38%,0.12%,-0.05%,-1.86%,2.06%,-1.89%,1.03%,-0.52%,2.46%,-5.21%,-0.48%,1.97%,2.40%,0.93%,4.36%,4.35%,2.20%,2.60%,-0.22%,-3.85%,2.67%,1.94%,0.66%,0.64%,-3.64%,0.09%,5.23%,-2.49%,-4.04%,0.98%,2.35%,1.57%
197705,0.37%,-1.45%,-0.68%,-2.44%,1.30%,-2.11%,0.58%,-3.04%,-4.84%,-1.88%,-3.63%,-4.66%,-2.88%,-5.80%,0.10%,-1.95%,-0.41%,1.39%,-7.25%,-10.68%,-0.19%,1.68%,1.44%,0.02%,-1.46%,-4.31%,1.31%,0.35%,-3.74%,2.07%,-0.60%,0.06%
197706,0.40%,4.74%,4.30%,1.62%,2.43%,7.90%,8.25%,5.92%,6.49%,9.03%,0.22%,5.57%,4.13%,-0.03%,3.16%,5.97%,4.58%,9.27%,-1.26%,10.22%,6.01%,5.70%,1.93%,11.79%,7.80%,2.63%,2.38%,2.75%,5.89%,11.05%,5.99%,5.00%
197707,0.42%,-1.70%,2.50%,-3.87%,1.87%,-0.39%,-0.17%,-1.69%,-1.12%,-2.24%,-3.44%,-0.64%,-3.26%,-7.44%,-6.45%,-0.48%,-2.58%,-1.98%,-4.59%,-9.02%,-1.66%,0.87%,-0.86%,-0.53%,-0.12%,-3.55%,-2.23%,-2.54%,0.12%,0.67%,0.42%,0.55%
197708,0.44%,-1.78%,-0.16%,1.79%,2.32%,0.00%,-1.13%,2.53%,0.39%,3.83%,-2.95%,-1.45%,-1.88%,-5.21%,-1.73%,-0.65%,-1.15%,-3.01%,-1.26%,-5.03%,-5.78%,-3.23%,-2.26%,-0.72%,0.45%,-1.18%,-3.73%,0.66%,4.97%,5.42%,-1.17%,-0.60%
197709,0.43%,-0.27%,0.49%,1.42%,-1.07%,-1.94%,-1.15%,-0.81%,2.67%,-0.89%,-0.44%,0.08%,-1.24%,-5.74%,1.70%,-2.43%,2.93%,-3.28%,-1.35%,-0.02%,0.74%,2.01%,3.48%,0.96%,-1.83%,-1.28%,-1.70%,-0.58%,-1.26%,2.80%,-0.03%,1.23%
197710,0.49%,-4.42%,-4.54%,-4.32%,-2.29%,-6.15%,1.26%,-6.59%,-1.83%,-1.75%,-3.18%,-3.71%,-1.62%,-0.03%,-5.27%,-1.69%,-4.58%,-3.09%,-7.13%,-2.32%,-3.57%,-3.14%,-5.06%,-3.06%,-3.27%,-5.98%,-3.90%,-3.89%,-2.94%,-3.88%,-4.86%,-4.10%
197711,0.50%,4.04%,3.30%,5.53%,2.68%,9.45%,6.91%,2.42%,8.84%,6.08%,2.99%,6.74%,7.06%,1.48%,6.89%,4.91%,2.03%,7.52%,4.44%,4.39%,3.43%,4.28%,2.18%,8.74%,5.18%,4.52%,7.20%,6.36%,5.20%,9.29%,5.88%,6.22%
197712,0.49%,0.33%,-0.08%,-2.54%,-1.86%,1.41%,4.04%,-0.53%,0.60%,0.62%,1.30%,-0.97%,-0.12%,4.41%,1.18%,-1.60%,-1.10%,1.12%,1.32%,-2.66%,1.98%,-0.33%,2.15%,1.87%,2.46%,0.16%,1.31%,3.13%,-2.33%,1.61%,-0.10%,1.64%
197801,0.49%,-6.01%,-5.17%,-0.32%,-6.20%,-7.15%,-8.20%,-7.38%,-5.78%,-1.92%,-6.36%,-1.10%,-6.32%,-4.55%,-6.62%,-2.86%,-6.31%,-6.65%,-4.62%,-5.20%,-6.96%,-4.53%,-4.16%,-6.00%,-4.72%,-6.16%,-1.39%,-5.22%,-6.93%,-7.86%,-6.04%,-3.63%
197802,0.46%,-1.39%,-0.01%,0.09%,0.68%,-0.62%,-0.39%,-3.11%,2.03%,-3.00%,-4.82%,-0.15%,-0.21%,-3.79%,-0.65%,-2.43%,1.20%,3.35%,-2.35%,2.27%,-1.14%,-0.41%,4.14%,1.29%,-3.50%,-4.08%,-1.45%,1.58%,-1.34%,4.16%,0.06%,-0.10%
197803,0.53%,2.87%,2.63%,3.18%,3.98%,9.15%,9.75%,2.39%,7.40%,4.17%,4.03%,3.21%,5.66%,6.14%,3.41%,3.10%,5.99%,9.50%,4.89%,-6.07%,2.22%,2.47%,2.62%,7.94%,-0.82%,3.02%,4.80%,6.49%,1.65%,6.60%,5.13%,5.97%
197804,0.54%,7.74%,6.37%,4.33%,8.58%,11.87%,9.70%,13.70%,6.88%,9.25%,10.86%,5.86%,10.09%,8.88%,11.58%,12.35%,8.09%,13.23%,2.55%,13.22%,6.60%,0.18%,2.93%,7.38%,13.39%,11.50%,9.44%,7.70%,11.59%,11.19%,10.02%,8.11%
197805,0.51%,1.81%,4.29%,5.01%,2.55%,7.19%,4.91%,4.37%,3.37%,5.17%,0.35%,3.76%,2.82%,3.40%,5.21%,8.83%,-1.15%,11.20%,5.31%,-3.43%,0.96%,0.71%,-0.39%,6.51%,1.49%,3.40%,2.54%,4.22%,-0.36%,8.36%,1.33%,4.40%
197806,0.54%,-1.62%,0.66%,-1.68%,0.04%,-0.88%,-0.38%,-1.94%,-3.24%,1.14%,-2.45%,-1.06%,-1.44%,-6.17%,-1.01%,-2.48%,-2.90%,3.55%,-4.38%,-1.06%,-3.79%,0.84%,-1.53%,-0.44%,-0.35%,-0.63%,-0.51%,-1.08%,-2.24%,3.23%,-0.50%,0.95%
197807,0.56%,5.11%,2.35%,6.06%,4.51%,7.45%,7.05%,7.38%,1.71%,8.86%,5.45%,3.47%,7.91%,8.15%,5.86%,8.84%,3.87%,15.13%,8.64%,2.41%,3.36%,2.82%,1.42%,7.87%,8.65%,9.66%,11.61%,5.58%,5.21%,5.52%,5.20%,6.34%
197808,0.55%,3.69%,3.62%,-0.38%,1.34%,6.51%,7.29%,2.75%,5.94%,0.99%,4.85%,10.76%,8.36%,0.45%,4.27%,1.43%,2.41%,4.46%,4.99%,-0.70%,5.20%,0.44%,3.55%,6.22%,5.91%,5.23%,4.37%,7.73%,5.49%,11.08%,5.60%,6.68%
197809,0.62%,-1.31%,-0.74%,1.42%,2.07%,-4.16%,-3.05%,-3.13%,-1.48%,-2.75%,-0.37%,2.74%,-2.13%,1.27%,-0.69%,-4.48%,0.85%,-7.01%,3.04%,0.74%,4.84%,-0.23%,1.21%,-3.72%,-4.15%,-3.05%,-3.79%,-2.01%,-2.34%,-0.23%,-0.86%,-1.75%
197810,0.68%,-11.78%,-10.23%,-14.58%,-8.24%,-18.06%,-13.37%,-9.23%,-15.40%,-12.84%,-9.61%,-18.81%,-16.13%,-11.93%,-14.07%,-13.25%,-10.53%,-15.82%,-10.40%,-17.91%,-10.48%,-7.10%,-4.47%,-18.34%,-10.65%,-8.26%,-17.78%,-16.64%,-12.90%,-23.40%,-11.43%,-16.44%
197811,0.70%,2.68%,1.28%,4.43%,2.56%,7.04%,2.77%,3.18%,3.19%,5.19%,1.16%,4.56%,0.66%,1.27%,3.48%,2.64%,0.50%,9.27%,-1.24%,6.51%,6.17%,3.02%,2.99%,5.42%,5.14%,1.59%,3.81%,5.64%,1.97%,4.92%,1.75%,4.24%
197812,0.78%,0.99%,1.47%,3.36%,2.49%,2.12%,2.59%,0.91%,1.47%,3.41%,0.08%,-1.42%,1.22%,0.21%,2.81%,-0.22%,-0.41%,2.66%,4.52%,-2.07%,2.89%,-1.24%,0.09%,1.19%,6.61%,0.89%,-1.06%,3.02%,-1.59%,-3.18%,1.41%,2.88%
197901,0.77%,4.18%,3.04%,6.64%,0.54%,5.35%,6.71%,3.38%,10.41%,1.42%,6.48%,8.46%,8.62%,13.51%,5.60%,7.00%,5.83%,4.68%,11.01%,9.88%,3.01%,6.38%,3.65%,5.03%,4.19%,7.71%,3.56%,5.77%,6.35%,6.76%,5.28%,7.25%
197902,0.73%,-3.41%,-4.04%,-3.88%,-3.00%,-6.39%,-3.52%,-5.23%,-2.99%,-4.52%,-2.28%,-0.25%,-3.09%,-3.70%,-3.01%,-5.46%,-3.68%,-11.78%,1.51%,-0.52%,0.64%,-1.61%,-0.63%,-6.07%,-3.30%,-3.74%,-5.75%,-1.86%,-4.30%,-4.25%,-3.37%,-3.00%
197903,0.81%,5.75%,2.41%,8.07%,5.24%,7.42%,3.34%,4.77%,9.47%,5.04%,9.71%,6.80%,8.57%,9.13%,7.19%,5.02%,6.68%,7.00%,8.09%,16.56%,9.25%,2.35%,0.15%,9.19%,7.64%,7.62%,9.84%,7.46%,5.70%,9.22%,7.42%,8.61%
197904,0.80%,0.05%,-0.49%,2.21%,-0.21%,2.40%,1.69%,0.76%,-0.37%,0.43%,-1.97%,1.42%,2.82%,-0.69%,-0.40%,0.03%,2.45%,-0.95%,-0.87%,-7.36%,4.51%,-2.71%,-2.15%,3.90%,0.18%,-2.33%,0.60%,-0.43%,0.71%,6.82%,1.45%,2.57%
197905,0.82%,-2.18%,-1.40%,-4.69%,-2.80%,-2.06%,-2.65%,-2.71%,0.42%,-2.64%,-2.90%,-1.58%,-1.74%,-2.59%,-0.75%,-0.98%,-1.50%,-5.09%,2.97%,6.71%,-2.55%,1.45%,0.10%,-0.43%,-1.96%,-0.62%,1.05%,-1.38%,-2.90%,-3.48%,0.16%,-0.70%
197906,0.81%,3.88%,3.22%,6.10%,5.51%,2.22%,2.14%,0.93%,0.97%,4.83%,3.87%,3.80%,4.19%,2.16%,6.35%,10.22%,2.68%,4.97%,8.39%,14.62%,9.19%,4.98%,1.92%,4.49%,0.41%,2.00%,2.65%,3.60%,2.52%,2.43%,8.71%,6.35%
197907,0.77%,0.73%,0.89%,0.75%,4.79%,4.05%,3.21%,0.52%,1.74%,0.15%,4.11%,0.84%,3.73%,4.46%,3.06%,2.38%,0.77%,3.80%,2.75%,-3.04%,1.66%,2.08%,-0.12%,4.52%,-1.73%,-1.07%,7.99%,1.16%,0.78%,3.40%,3.26%,1.14%
197908,0.77%,5.70%,6.76%,11.87%,8.73%,5.90%,8.05%,6.67%,9.09%,8.56%,6.98%,3.92%,8.68%,7.17%,6.01%,5.87%,5.11%,13.56%,8.43%,2.92%,7.96%,2.04%,1.53%,8.19%,5.89%,7.47%,5.73%,7.80%,9.25%,5.85%,5.04%,6.82%
197909,0.83%,-0.69%,-1.79%,-0.83%,-4.96%,2.16%,0.54%,-3.83%,-1.24%,-0.55%,2.55%,-2.36%,-0.08%,2.51%,-1.28%,-4.60%,2.00%,0.40%,6.67%,3.30%,5.97%,-2.17%,-2.39%,-0.68%,-1.78%,-1.68%,-3.88%,3.45%,-1.98%,-4.59%,-1.14%,-0.42%
197910,0.87%,-8.14%,-8.34%,-9.61%,-3.77%,-8.95%,-7.12%,-7.49%,-9.20%,-4.34%,-7.89%,-9.33%,-9.96%,-11.61%,-8.52%,-6.70%,-11.43%,-7.98%,-11.26%,-16.36%,-2.36%,-5.80%,-5.01%,-9.67%,-7.71%,-8.60%,-11.31%,-8.93%,-8.46%,-12.34%,-10.10%,-9.53%
197911,0.99%,5.37%,4.91%,8.22%,6.56%,7.35%,2.80%,1.19%,7.68%,8.77%,6.59%,3.94%,5.41%,0.74%,7.49%,4.79%,-3.47%,12.22%,10.12%,18.25%,8.81%,7.74%,4.03%,10.51%,8.24%,0.23%,6.73%,9.45%,3.23%,0.94%,6.38%,7.42%
